Phenotype,Read code,Description,Category
CANCER,B543.,Malignant neoplasm of pineal gland                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B544.,Malignant neoplasm of carotid body                                                                                                                                                                                                                             ,Solid tumour (3)                                  
CANCER,B545.,Malignant neoplasm of aortic body and other paraganglia                                                                                                                                                                                                        ,Solid tumour (3)                                  
CANCER,B5450,Malignant neoplasm of glomus jugulare                                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B5451,Malignant neoplasm of aortic body                                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B5452,Malignant neoplasm of coccygeal body                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B54X.,"Malignant neoplasm-pluriglandular involvement,unspecified                                                                                                                                                                                                      ",Solid tumour (3)                                  
CANCER,B54y.,Malignant neoplasm of other specified endocrine gland                                                                                                                                                                                                          ,Solid tumour (3)                                  
CANCER,B54z.,Malig neop of endocrine gland or related structure NOS                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B55..,Malignant neoplasm of other and ill-defined sites                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B550.,"Malignant neoplasm of head, neck and face                                                                                                                                                                                                                      ",Solid tumour (3)                                  
CANCER,B5500,Malignant neoplasm of head NOS                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B5501,Malignant neoplasm of cheek NOS                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B5502,Malignant neoplasm of nose NOS                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B5503,Malignant neoplasm of jaw NOS                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B5504,Malignant neoplasm of neck NOS                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B5505,Malignant neoplasm of supraclavicular fossa NOS                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B550z,"Malignant neoplasm of head, neck and face NOS                                                                                                                                                                                                                  ",Solid tumour (3)                                  
CANCER,B551.,Malignant neoplasm of thorax                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B5510,Malignant neoplasm of axilla NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B5511,Malignant neoplasm of chest wall NOS                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B5512,Malignant neoplasm of intrathoracic site NOS                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B551z,Malignant neoplasm of thorax NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B552.,Malignant neoplasm of abdomen                                                                                                                                                                                                                                  ,Solid tumour (3)                                  
CANCER,B553.,Malignant neoplasm of pelvis                                                                                                                                                                                                                                   ,Solid tumour (3)                                  
CANCER,B5530,Malignant neoplasm of inguinal region NOS                                                                                                                                                                                                                      ,Solid tumour (3)                                  
CANCER,B5531,Malignant neoplasm of presacral region                                                                                                                                                                                                                         ,Solid tumour (3)                                  
CANCER,B553z,Malignant neoplasm of pelvis NOS                                                                                                                                                                                                                               ,Solid tumour (3)                                  
CANCER,B554.,Malignant neoplasm of upper limb NOS                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B555.,Malignant neoplasm of lower limb NOS                                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B55y.,Malignant neoplasm of other specified sites                                                                                                                                                                                                                    ,Solid tumour (3)                                  
CANCER,B55y0,Malignant neoplasm of back NOS                                                                                                                                                                                                                                 ,Solid tumour (3)                                  
CANCER,B55y1,Malignant neoplasm of trunk NOS                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B55y2,Malignant neoplasm of flank NOS                                                                                                                                                                                                                                ,Solid tumour (3)                                  
CANCER,B55yz,Malignant neoplasm of specified site NOS                                                                                                                                                                                                                       ,Solid tumour (3)                                  
CANCER,B55z.,Malignant neoplasm of other and ill defined site NOS                                                                                                                                                                                                           ,Solid tumour (3)                                  
CANCER,B56..,Secondary and unspecified malignant neoplasm of lymph nodes                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B560.,Secondary and unspec malig neop lymph nodes head/face/neck                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5600,Secondary and unspec malig neop of superficial parotid LN                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B5601,Secondary and unspec malignant neoplasm mastoid lymph nodes                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B5602,Secondary and unspec malig neop superficial cervical LN                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B5603,Secondary and unspec malignant neoplasm occipital lymph node                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5604,Secondary and unspec malig neop deep parotid lymph nodes                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B5605,Secondary and unspec malig neop submandibular lymph nodes                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B5606,Secondary and unspec malig neop of facial lymph nodes                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B5607,Secondary and unspec malig neop submental lymph nodes                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B5608,Secondary and unspec malig neop anterior cervical LN                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B5609,Secondary and unspec malig neop deep cervical LN                                                                                                                                                                                                               ,Metastases (6)                                    
CANCER,B560z,Secondary unspec malig neop lymph nodes head/face/neck NOS                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B561.,Secondary and unspec malig neop intrathoracic lymph nodes                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B5610,Secondary and unspec malig neop internal mammary lymph nodes                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5612,Secondary and unspec malig neop diaphragmatic lymph nodes                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B5613,Secondary and unspec malig neop ant mediastinal lymph nodes                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B5614,Secondary and unspec malig neop post mediastinal lymph nodes                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5615,Secondary and unspec malig neop paratracheal lymph nodes                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B5616,Secondary and unspec malig neop superfic tracheobronchial LN                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5617,Secondary and unspec malig neop inferior tracheobronchial LN                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5618,Secondary and unspec malig neop bronchopulmonary lymph nodes                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5619,Secondary and unspec malig neop pulmonary lymph nodes                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B561z,Secondary and unspec malig neop intrathoracic LN NOS                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B562.,Secondary and unspec malig neop intra-abdominal lymph nodes                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B5620,Secondary and unspec malig neop coeliac lymph nodes                                                                                                                                                                                                            ,Metastases (6)                                    
CANCER,B5621,Secondary and unspec malig neop superficial mesenteric LN                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B5622,Secondary and unspec malig neop inferior mesenteric LN                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B5623,Secondary and unspec malig neop common iliac lymph nodes                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B5624,Secondary and unspec malig neop external iliac lymph nodes                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B562z,Secondary and unspec malig neop intra-abdominal LN NOS                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B563.,Secondary and unspec malig neop axilla and upper limb LN                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B5630,Secondary and unspec malig neop axillary lymph nodes                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B5631,Secondary and unspec malig neop supratrochlear lymph nodes                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5632,Secondary and unspec malig neop infraclavicular lymph nodes                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B5633,Secondary and unspec malig neop pectoral lymph nodes                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B563z,Secondary and unspec malig neop axilla and upper limb LN NOS                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B564.,Secondary and unspec malig neop inguinal and lower limb LN                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5640,Secondary and unspec malig neop superficial inguinal LN                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B5641,Secondary and unspec malig neop deep inguinal lymph nodes                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B564z,Secondary and unspec malig neop of inguinal and leg LN NOS                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B565.,Secondary and unspec malig neop intrapelvic lymph nodes                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B5650,Secondary and unspec malig neop internal iliac lymph nodes                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5653,Secondary and unspec malig neop sacral lymph nodes                                                                                                                                                                                                             ,Metastases (6)                                    
CANCER,B565z,Secondary and unspec malig neop intrapelvic LN NOS                                                                                                                                                                                                             ,Metastases (6)                                    
CANCER,B56y.,Secondary and unspec malig neop lymph nodes multiple sites                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B56z.,Secondary and unspec malig neop lymph nodes NOS                                                                                                                                                                                                                ,Metastases (6)                                    
CANCER,B57..,Secondary malig neop of respiratory and digestive systems                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B570.,Secondary malignant neoplasm of lung                                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B571.,Secondary malignant neoplasm of mediastinum                                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B572.,Secondary malignant neoplasm of pleura                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B573.,Secondary malignant neoplasm of other respiratory organs                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B574.,Secondary malignant neoplasm of small intestine and duodenum                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5740,Secondary malignant neoplasm of duodenum                                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B574z,Secondary malig neop of small intestine or duodenum NOS                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B575.,Secondary malignant neoplasm of large intestine and rectum                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5750,Secondary malignant neoplasm of colon                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B5751,Secondary malignant neoplasm of rectum                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B575z,Secondary malig neop of large intestine or rectum NOS                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B576.,Secondary malig neop of retroperitoneum and peritoneum                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B5760,Secondary malignant neoplasm of retroperitoneum                                                                                                                                                                                                                ,Metastases (6)                                    
CANCER,B5761,Secondary malignant neoplasm of peritoneum                                                                                                                                                                                                                     ,Metastases (6)                                    
CANCER,B5762,Malignant ascites                                                                                                                                                                                                                                              ,Solid tumour (3)                                  
CANCER,B576z,Secondary malig neop of retroperitoneum or peritoneum NOS                                                                                                                                                                                                      ,Metastases (6)                                    
CANCER,B577.,Secondary malignant neoplasm of liver                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B57y.,Secondary malignant neoplasm of other digestive organ                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B57z.,Secondary malig neop of respiratory or digestive system NOS                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B58..,Secondary malignant neoplasm of other specified sites                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B580.,Secondary malignant neoplasm of kidney                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B581.,Secondary malignant neoplasm of other urinary organs                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B5810,Secondary malignant neoplasm of ureter                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B5811,Secondary malignant neoplasm of bladder                                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B5812,Secondary malignant neoplasm of urethra                                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B581z,Secondary malignant neoplasm of other urinary organ NOS                                                                                                                                                                                                        ,Metastases (6)                                    
CANCER,B582.,Secondary malignant neoplasm of skin                                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B5820,Secondary malignant neoplasm of skin of head                                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5822,Secondary malignant neoplasm of skin of neck                                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B5823,Secondary malignant neoplasm of skin of trunk                                                                                                                                                                                                                  ,Metastases (6)                                    
CANCER,B5824,Secondary malignant neoplasm of skin of shoulder and arm                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B5825,Secondary malignant neoplasm of skin of hip and leg                                                                                                                                                                                                            ,Metastases (6)                                    
CANCER,B5826,Secondary malignant neoplasm of skin of breast                                                                                                                                                                                                                 ,Metastases (6)                                    
CANCER,B582z,Secondary malignant neoplasm of skin NOS                                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B583.,Secondary malignant neoplasm of brain and spinal cord                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B5830,Secondary malignant neoplasm of brain                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B5831,Secondary malignant neoplasm of spinal cord                                                                                                                                                                                                                    ,Metastases (6)                                    
CANCER,B5832,Cerebral metastasis                                                                                                                                                                                                                                            ,Metastases (6)                                    
CANCER,B583z,Secondary malignant neoplasm of brain or spinal cord NOS                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B584.,Secondary malignant neoplasm of other part of nervous system                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B585.,Secondary malignant neoplasm of bone and bone marrow                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B5850,Pathological fracture due to metastatic bone disease                                                                                                                                                                                                           ,Metastases (6)                                    
CANCER,B586.,Secondary malignant neoplasm of ovary                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B587.,Secondary malignant neoplasm of adrenal gland                                                                                                                                                                                                                  ,Metastases (6)                                    
CANCER,B58y.,Secondary malignant neoplasm of other specified sites                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B58y0,Secondary malignant neoplasm of breast                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B58y1,Secondary malignant neoplasm of uterus                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B58y2,Secondary malignant neoplasm of cervix uteri                                                                                                                                                                                                                   ,Metastases (6)                                    
CANCER,B58y3,Secondary malignant neoplasm of vagina                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B58y4,Secondary malignant neoplasm of vulva                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B58y5,Secondary malignant neoplasm of prostate                                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B58y6,Secondary malignant neoplasm of testis                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B58y7,Secondary malignant neoplasm of penis                                                                                                                                                                                                                          ,Metastases (6)                                    
CANCER,B58y9,Secondary malignant neoplasm of tongue                                                                                                                                                                                                                         ,Metastases (6)                                    
CANCER,B58yz,Secondary malignant neoplasm of other specified site NOS                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B58z.,Secondary malignant neoplasm of other specified site NOS                                                                                                                                                                                                       ,Metastases (6)                                    
CANCER,B59..,Malignant neoplasm of unspecified site                                                                                                                                                                                                                         ,Solid tumour (3)                                  
