Read code,Read term,CALIBER category
L060z00,Unspecified illegal abortion NOS,Termination of pregnancy
L061.00,Illegal abortion incomplete,Termination of pregnancy
L061z00,Incomplete illegal abortion NOS,Termination of pregnancy
L062.00,Illegal abortion complete,Termination of pregnancy
L062w00,Complete illegal abortion with other specified complication,Termination of pregnancy
L06z.00,Illegally induced abortion NOS,Termination of pregnancy
L08..00,Failed attempted abortion,Termination of pregnancy
L08z.00,Failed attempted abortion NOS,Termination of pregnancy
L097100,"Readmission for retained produc of concept, legal abortion",Termination of pregnancy
L097200,"Readmission for retained produc of concept, illegal abortion",Termination of pregnancy
L09yz00,Other specified complication NOS follow abortive pregnancy,Termination of pregnancy
L09z.00,Complication NOS following abortion/ectopic/molar pregnancy,Termination of pregnancy
L0A..00,Failed attempted abortion,Termination of pregnancy
L0A1.00,Failed medical abortion complic by genital tract/pelvic infn,Termination of pregnancy
L0A2.00,Failed medical abortion comp by delayed/excessive haem'ge,Termination of pregnancy
L0A3.00,"Failed medical abortion, complicated by embolism",Termination of pregnancy
L0A4.00,"Failed medical abortion, without complication",Termination of pregnancy
ZV25311,[V]Admission for termination of pregnancy (TOP),Termination of pregnancy
ZV25313,[V]Admission for termination of pregnancy,Termination of pregnancy
L07..00,Unspecified abortion,Unspecified abortion
L070.00,Unspecified abortion,Unspecified abortion
L070x00,Unspecified abortion with complication NOS,Unspecified abortion
L070z00,Unspecified abortion NOS,Unspecified abortion
L071.00,Unspecified abortion incomplete,Unspecified abortion
L071500,Unspecified incomplete abortion with shock,Unspecified abortion
L071y00,Unspecified incomplete abortion + no mention of complication,Unspecified abortion
L071z00,Unspecified incomplete abortion NOS,Unspecified abortion
L072.00,Unspecified abortion complete,Unspecified abortion
L072z00,Unspecified complete abortion NOS,Unspecified abortion
L07z.00,Unspecified abortion NOS,Unspecified abortion
L09..00,Complications following abortion/ectopic/molar pregnancies,Unspecified abortion
L09..11,Complications following abortion/ectopic/molar pregnancies,Unspecified abortion
L090.00,Genital or pelvic infection following abortive pregnancy,Unspecified abortion
L090000,Endometritis following abortive pregnancy,Unspecified abortion
L090100,Parametritis following abortive pregnancy,Unspecified abortion
L090200,Pelvic peritonitis following abortive pregnancy,Unspecified abortion
L090300,Salpingitis following abortive pregnancy,Unspecified abortion
L090400,Salpingo-oophoritis following abortive pregnancy,Unspecified abortion
L090y00,Sepsis NOS following abortion/ectopic/molar pregnancy,Unspecified abortion
L090z00,Septicaemia NOS following abortive pregnancy,Unspecified abortion
L091.00,Delayed/excessive haemorrhage following abortive pregnancy,Unspecified abortion
L091100,Defibrination syndrome following abortive pregnancy,Unspecified abortion
L091z00,Delayed/excess haemorrhage NOS following abortive pregnancy,Unspecified abortion
L092000,Bladder damage following abortive pregnancy,Unspecified abortion
L092300,Cervix damage following abortive pregnancy,Unspecified abortion
L092500,Uterus damage following abortive pregnancy,Unspecified abortion
L093.00,Renal failure following abortive pregnancy,Unspecified abortion
L093000,Oliguria following abortive pregnancy,Unspecified abortion
L093400,Uraemia following abortive pregnancy,Unspecified abortion
L095.00,Shock following abortive pregnancy,Unspecified abortion
L096.00,Embolism following abortive pregnancy,Unspecified abortion
L096.11,Embolus following abortive pregnancy,Unspecified abortion
L096400,Pulmonary embolism following abortive pregnancy,Unspecified abortion
L096600,Septic embolism following abortive pregnancy,Unspecified abortion
L097.00,Readmission for abortive pregnancy (NHS codes),Unspecified abortion
L097.11,Readmission for retained products of conception (NHS codes),Unspecified abortion
L097300,"Readmission for retained produc of concept, unspec abortion",Unspecified abortion
L0y..00,Other specified pregnancy with abortive outcome,Unspecified abortion
L0z..00,Pregnancy with abortive outcome NOS,Unspecified abortion
Lyu0200,[X]Other abortion,Unspecified abortion
Lyu0B00,"[X]Complic following abortion & ectopic & molar preg, unspec",Unspecified abortion
14Y0.00,Born by caesarean section,"Labour, delivery or condition at birth"
14Y1.00,Born by forceps delivery,"Labour, delivery or condition at birth"
14Y2.00,Born by elective caesarean section,"Labour, delivery or condition at birth"
14Y3.00,Born by normal vaginal delivery,"Labour, delivery or condition at birth"
14Y4.00,Born by breech delivery,"Labour, delivery or condition at birth"
14Y5.00,Born by ventouse delivery,"Labour, delivery or condition at birth"
14Y6.00,Born by emergency caesarean section,"Labour, delivery or condition at birth"
62B7.00,Domino delivery,"Labour, delivery or condition at birth"
62H6.00,Rh screen - cord blood sample,"Labour, delivery or condition at birth"
62O5.00,Spontaneous membrane rupture,"Labour, delivery or condition at birth"
62X4.00,Length of gestation at birth,"Labour, delivery or condition at birth"
63...00,Birth details,"Labour, delivery or condition at birth"
631..11,Born - place delivered,"Labour, delivery or condition at birth"
6311,Home birth,"Labour, delivery or condition at birth"
6312,GP unit birth,"Labour, delivery or condition at birth"
6313,Consultant unit birth,"Labour, delivery or condition at birth"
6314,Nursing home birth,"Labour, delivery or condition at birth"
6315,Ambulance birth,"Labour, delivery or condition at birth"
6316,Born before arrival,"Labour, delivery or condition at birth"
632..00,Length of labour,"Labour, delivery or condition at birth"
6321,1st stage of labour length,"Labour, delivery or condition at birth"
6322,2nd stage of labour length,"Labour, delivery or condition at birth"
6323,3rd stage of labour length,"Labour, delivery or condition at birth"
632Z.00,Length of labour NOS,"Labour, delivery or condition at birth"
633..00,Outcome of delivery,"Labour, delivery or condition at birth"
633..11,Livebirth,"Labour, delivery or condition at birth"
633..13,Triplet birth,"Labour, delivery or condition at birth"
633..14,Twin birth,"Labour, delivery or condition at birth"
6331,Single live birth,"Labour, delivery or condition at birth"
6333,Twins - both live born,"Labour, delivery or condition at birth"
6336,Triplets - all live born,"Labour, delivery or condition at birth"
633Z.00,Outcome of delivery NOS,"Labour, delivery or condition at birth"
633a.00,Birth of child,"Labour, delivery or condition at birth"
634..11,Delivery - sex of baby,"Labour, delivery or condition at birth"
634..12,Female baby,"Labour, delivery or condition at birth"
634..13,Male baby,"Labour, delivery or condition at birth"
6341,Baby male,"Labour, delivery or condition at birth"
6342,Baby female,"Labour, delivery or condition at birth"
6343,2 male babies,"Labour, delivery or condition at birth"
6344,2 female babies,"Labour, delivery or condition at birth"
6345,1 male + 1 female baby,"Labour, delivery or condition at birth"
6346,3 male babies,"Labour, delivery or condition at birth"
6348,1 male + 2 female babies,"Labour, delivery or condition at birth"
635..00,Maturity of baby,"Labour, delivery or condition at birth"
635..11,Full term baby,"Labour, delivery or condition at birth"
635..12,Postmature baby,"Labour, delivery or condition at birth"
635..13,Premature baby,"Labour, delivery or condition at birth"
6351,Baby premature 36-38 weeks,"Labour, delivery or condition at birth"
6352,Baby v. premature 32-36 weeks,"Labour, delivery or condition at birth"
6353,Baby extremely prem.28-32 week,"Labour, delivery or condition at birth"
6354,Baby full term maturity,"Labour, delivery or condition at birth"
6355,Baby post-mature,"Labour, delivery or condition at birth"
6356,Baby premature 26-28 weeks,"Labour, delivery or condition at birth"
6357,Baby premature 24-26 weeks,"Labour, delivery or condition at birth"
6358,Baby premature 39 weeks,"Labour, delivery or condition at birth"
6359,Baby premature 38 weeks,"Labour, delivery or condition at birth"
635A.00,Baby premature 37 weeks,"Labour, delivery or condition at birth"
635B.00,Baby premature 36 weeks,"Labour, delivery or condition at birth"
635Z.00,Baby maturity NOS,"Labour, delivery or condition at birth"
636..00,Birthweight of baby,"Labour, delivery or condition at birth"
636..11,Birthweight,"Labour, delivery or condition at birth"
6361,Baby BW = < 3% (under 2500g),"Labour, delivery or condition at birth"
6362,Baby BW = 3% - 9% (2500-2849g),"Labour, delivery or condition at birth"
6363,Baby BW = 10%-24% (2850-3149g),"Labour, delivery or condition at birth"
6364,Baby BW = 25%-49% (3150-3449g),"Labour, delivery or condition at birth"
6365,Baby BW = 50%-74% (3450-3749g),"Labour, delivery or condition at birth"
6366,Baby BW = 75%-89% (3750-4049g),"Labour, delivery or condition at birth"
6367,Baby BW = 90%-96% (4050-4399g),"Labour, delivery or condition at birth"
6368,Baby BW = > 96% (over 4499g),"Labour, delivery or condition at birth"
6369,Baby BW = 4400 - 4499g,"Labour, delivery or condition at birth"
636A.00,Baby BW = below 751gm,"Labour, delivery or condition at birth"
636B.00,Baby BW = 751g-1kg,"Labour, delivery or condition at birth"
636C.00,Baby BW = 1.0-1.5kg,"Labour, delivery or condition at birth"
636D.00,Baby BW = 1.5-2.0kg,"Labour, delivery or condition at birth"
636E.00,Baby BW = 2.0 - 2.5kg,"Labour, delivery or condition at birth"
636F.00,Baby BW = above 2.5kg,"Labour, delivery or condition at birth"
636Z.00,Birthweight of baby NOS,"Labour, delivery or condition at birth"
637..00,Birth head circumference,"Labour, delivery or condition at birth"
6371,Birth HC = < 3rd centile,"Labour, delivery or condition at birth"
6372,Birth HC = 3rd-9th centile,"Labour, delivery or condition at birth"
6373,Birth HC = 10th-24th centile,"Labour, delivery or condition at birth"
6374,Birth HC = 25th-49th centile,"Labour, delivery or condition at birth"
6375,Birth HC = 50th-74th centile,"Labour, delivery or condition at birth"
6376,Birth HC = 75th-89th centile,"Labour, delivery or condition at birth"
6377,Birth HC = 90th-96th centile,"Labour, delivery or condition at birth"
6378,Birth HC = > 97th centile,"Labour, delivery or condition at birth"
637Z.00,Birth head circumference NOS,"Labour, delivery or condition at birth"
638..00,Birth length,"Labour, delivery or condition at birth"
6381,Birth length = < 3rd centile,"Labour, delivery or condition at birth"
6384,Birth length=25th-49th centile,"Labour, delivery or condition at birth"
6385,Birth length=50th-74th centile,"Labour, delivery or condition at birth"
6386,Birth length=75th-89th centile,"Labour, delivery or condition at birth"
638Z.00,Birth length = > 97th centile,"Labour, delivery or condition at birth"
639..00,Apgar at 1 minute,"Labour, delivery or condition at birth"
6391,Apgar at 1 minute = 0,"Labour, delivery or condition at birth"
6392,Apgar at 1 minute = 1,"Labour, delivery or condition at birth"
6393,Apgar at 1 minute = 2,"Labour, delivery or condition at birth"
6394,Apgar at 1 minute = 3,"Labour, delivery or condition at birth"
6395,Apgar at 1 minute = 4,"Labour, delivery or condition at birth"
6396,Apgar at 1 minute = 5,"Labour, delivery or condition at birth"
6397,Apgar at 1 minute = 6,"Labour, delivery or condition at birth"
6398,Apgar at 1 minute = 7,"Labour, delivery or condition at birth"
6399,Apgar at 1 minute = 8,"Labour, delivery or condition at birth"
639A.00,Apgar at 1 minute = 9,"Labour, delivery or condition at birth"
639B.00,Apgar at 1 minute = 10,"Labour, delivery or condition at birth"
639Z.00,Apgar at 1 minute NOS,"Labour, delivery or condition at birth"
63A..00,Apgar at 5 minutes,"Labour, delivery or condition at birth"
63A1.00,Apgar at 5 minutes = 0,"Labour, delivery or condition at birth"
63A2.00,Apgar at 5 minutes = 1,"Labour, delivery or condition at birth"
63A3.00,Apgar at 5 minutes = 2,"Labour, delivery or condition at birth"
63A4.00,Apgar at 5 minutes = 3,"Labour, delivery or condition at birth"
63A5.00,Apgar at 5 minutes = 4,"Labour, delivery or condition at birth"
63A6.00,Apgar at 5 minutes = 5,"Labour, delivery or condition at birth"
63A7.00,Apgar at 5 minutes = 6,"Labour, delivery or condition at birth"
63A8.00,Apgar at 5 minutes = 7,"Labour, delivery or condition at birth"
63A9.00,Apgar at 5 minutes = 8,"Labour, delivery or condition at birth"
63AA.00,Apgar at 5 minutes = 9,"Labour, delivery or condition at birth"
63AB.00,Apgar at 5 minutes = 10,"Labour, delivery or condition at birth"
63AZ.00,Apgar at 5 minutes NOS,"Labour, delivery or condition at birth"
63B..00,Apgar at 10 minutes,"Labour, delivery or condition at birth"
63B1.00,Apgar at 10 minutes = 0,"Labour, delivery or condition at birth"
63B2.00,Apgar at 10 minutes = 1,"Labour, delivery or condition at birth"
63B3.00,Apgar at 10 minutes = 2,"Labour, delivery or condition at birth"
63B4.00,Apgar at 10 minutes = 3,"Labour, delivery or condition at birth"
63B6.00,Apgar at 10 minutes = 5,"Labour, delivery or condition at birth"
63B7.00,Apgar at 10 minutes = 6,"Labour, delivery or condition at birth"
63B8.00,Apgar at 10 minutes = 7,"Labour, delivery or condition at birth"
63B9.00,Apgar at 10 minutes = 8,"Labour, delivery or condition at birth"
63BA.00,Apgar at 10 minutes = 9,"Labour, delivery or condition at birth"
63BB.00,Apgar at 10 minutes = 10,"Labour, delivery or condition at birth"
63BZ.00,Apgar at 10 minutes NOS,"Labour, delivery or condition at birth"
63D1.00,Placental weight,"Labour, delivery or condition at birth"
63D2.00,Placenta normal O/E,"Labour, delivery or condition at birth"
63D3.00,Placenta diameter,"Labour, delivery or condition at birth"
63D4.00,Placental infarct,"Labour, delivery or condition at birth"
63D6.00,Placenta incomplete,"Labour, delivery or condition at birth"
63E..00,Labour details,"Labour, delivery or condition at birth"
63E1.00,Spontaneous onset of labour,"Labour, delivery or condition at birth"
63E2.00,Normal birth,"Labour, delivery or condition at birth"
63E3.00,Normal labour,"Labour, delivery or condition at birth"
11/1/63,Apgar normal,"Labour, delivery or condition at birth"
64B..00,Child exam. - birth,"Labour, delivery or condition at birth"
64B2.00,Child birth exam. - normal,"Labour, delivery or condition at birth"
64B2.11,Baby normal at birth,"Labour, delivery or condition at birth"
64B3.00,Birth exam. abnormal -for obs.,"Labour, delivery or condition at birth"
64B4.00,Birth exam. abnormal -referred,"Labour, delivery or condition at birth"
64B5.00,Birth exam abn. - on treatment,"Labour, delivery or condition at birth"
64BZ.00,Child exam. - birth NOS,"Labour, delivery or condition at birth"
7D10000,Posterior episiotomy and division of levator ani muscle,"Labour, delivery or condition at birth"
7F...11,Childbirth operations,"Labour, delivery or condition at birth"
7F...13,Puerperium operations,"Labour, delivery or condition at birth"
7F04300,Electrode applied to fetal scalp,"Labour, delivery or condition at birth"
7F1..00,Induction and delivery operations,"Labour, delivery or condition at birth"
7F1..11,Labour operations,"Labour, delivery or condition at birth"
7F10.00,Surgical induction of labour,"Labour, delivery or condition at birth"
7F10000,Fore water rupture of amniotic membrane,"Labour, delivery or condition at birth"
7F10100,Hind water rupture of amniotic membrane,"Labour, delivery or condition at birth"
7F10z00,Surgical induction of labour NOS,"Labour, delivery or condition at birth"
7F10z11,Artificial rupture of membranes,"Labour, delivery or condition at birth"
7F10z12,ARM,"Labour, delivery or condition at birth"
7F11.00,Other induction of labour,"Labour, delivery or condition at birth"
7F11000,Oxytocic induction of labour,"Labour, delivery or condition at birth"
7F11100,Induction of labour using prostaglandins,"Labour, delivery or condition at birth"
7F11200,Syntocinon induction of labour,"Labour, delivery or condition at birth"
7F11y00,Other specified other induction of labour,"Labour, delivery or condition at birth"
7F11z00,Other induction of labour NOS,"Labour, delivery or condition at birth"
7F12.00,Elective caesarean delivery,"Labour, delivery or condition at birth"
7F12000,Elective upper uterine segment caesarean delivery,"Labour, delivery or condition at birth"
7F12100,Elective lower uterine segment caesarean delivery,"Labour, delivery or condition at birth"
7F12111,Elective lower uterine segment caesarean section (LSCS),"Labour, delivery or condition at birth"
7F12y00,Other specified elective caesarean delivery,"Labour, delivery or condition at birth"
7F12z00,Elective caesarean delivery NOS,"Labour, delivery or condition at birth"
7F13.00,Other caesarean delivery,"Labour, delivery or condition at birth"
7F13000,Upper uterine segment caesarean delivery NEC,"Labour, delivery or condition at birth"
7F13100,Lower uterine segment caesarean delivery NEC,"Labour, delivery or condition at birth"
7F13111,Lower uterine segment caesarean section (LSCS) NEC,"Labour, delivery or condition at birth"
7F13200,Extraperitoneal caesarean section,"Labour, delivery or condition at birth"
7F13300,Emergency caesarean section,"Labour, delivery or condition at birth"
7F13y00,Other specified other caesarean delivery,"Labour, delivery or condition at birth"
7F13z00,Other caesarean delivery NOS,"Labour, delivery or condition at birth"
7F14.00,Breech extraction delivery,"Labour, delivery or condition at birth"
7F14100,Forceps to aftercoming head (breech),"Labour, delivery or condition at birth"
7F14y00,Other specified breech extraction delivery,"Labour, delivery or condition at birth"
7F14z00,Breech extraction delivery NOS,"Labour, delivery or condition at birth"
7F15.00,Other breech delivery,"Labour, delivery or condition at birth"
7F15000,Spontaneous breech delivery,"Labour, delivery or condition at birth"
7F15100,Assisted breech delivery,"Labour, delivery or condition at birth"
7F15y00,Other specified other breech delivery,"Labour, delivery or condition at birth"
7F15z00,Other breech delivery NOS,"Labour, delivery or condition at birth"
7F16.00,Forceps cephalic delivery,"Labour, delivery or condition at birth"
7F16000,High forceps cephalic delivery with rotation,"Labour, delivery or condition at birth"
7F16100,High forceps cephalic delivery NEC,"Labour, delivery or condition at birth"
7F16200,Mid forceps cephalic delivery with rotation,"Labour, delivery or condition at birth"
7F16300,Mid forceps cephalic delivery NEC,"Labour, delivery or condition at birth"
7F16400,Low forceps cephalic delivery,"Labour, delivery or condition at birth"
7F16500,Trial of forceps delivery,"Labour, delivery or condition at birth"
7F16600,Failed forceps delivery,"Labour, delivery or condition at birth"
7F16700,Barton forceps cephalic delivery with rotation,"Labour, delivery or condition at birth"
7F16900,Kielland forceps cephalic delivery with rotation,"Labour, delivery or condition at birth"
7F16y00,Other specified forceps cephalic delivery,"Labour, delivery or condition at birth"
7F16z00,Forceps cephalic delivery NOS,"Labour, delivery or condition at birth"
7F17.00,Vacuum delivery,"Labour, delivery or condition at birth"
7F17.11,Ventouse delivery,"Labour, delivery or condition at birth"
7F17.12,Ventouse extraction,"Labour, delivery or condition at birth"
7F17100,Low vacuum delivery,"Labour, delivery or condition at birth"
7F17200,Vacuum delivery before full dilation of cervix,"Labour, delivery or condition at birth"
7F17300,Trial of vacuum delivery,"Labour, delivery or condition at birth"
7F17y00,Other specified vacuum delivery,"Labour, delivery or condition at birth"
7F17z00,Vacuum delivery NOS,"Labour, delivery or condition at birth"
7F18.00,Cephalic vaginal deliv abnorm presentation head - no instrum,"Labour, delivery or condition at birth"
7F18000,Manip cephalic vaginal deliv abnorm pres head without instrm,"Labour, delivery or condition at birth"
7F18y00,Cephalic vagin deliv abnorm pres head without instrument OS,"Labour, delivery or condition at birth"
7F18z00,Cephalic vagin deliv abnorm pres head without instrument NOS,"Labour, delivery or condition at birth"
7F19.00,Normal delivery,"Labour, delivery or condition at birth"
7F19000,Manually assisted vaginal delivery,"Labour, delivery or condition at birth"
7F19100,Water birth delivery,"Labour, delivery or condition at birth"
7F19y00,Other specified normal delivery,"Labour, delivery or condition at birth"
7F19z00,Normal delivery NOS,"Labour, delivery or condition at birth"
7F1A.00,Other methods of delivery,"Labour, delivery or condition at birth"
7F1A000,Caesarean hysterectomy,"Labour, delivery or condition at birth"
7F1A200,Cleidotomy of fetus to facilitate delivery,"Labour, delivery or condition at birth"
7F1A400,Trial of labour NEC,"Labour, delivery or condition at birth"
7F1Ay00,Other specified other method of delivery,"Labour, delivery or condition at birth"
7F1Az00,Other method of delivery NOS,"Labour, delivery or condition at birth"
7F1B.00,Other operations to facilitate delivery,"Labour, delivery or condition at birth"
7F1B000,Episiotomy to facilitate delivery,"Labour, delivery or condition at birth"
7F1B100,Symphysiotomy to facilitate delivery,"Labour, delivery or condition at birth"
7F1B300,Manual dilatation of cervix,"Labour, delivery or condition at birth"
7F1B400,Incision of cervix to facilitate delivery,"Labour, delivery or condition at birth"
7F1y.00,Other specified induction or delivery operations,"Labour, delivery or condition at birth"
7F1z.00,Induction and delivery operations NOS,"Labour, delivery or condition at birth"
7F20.00,Instrument removal retained products conception deliv uterus,"Labour, delivery or condition at birth"
7F20000,Curettage of delivered uterus,"Labour, delivery or condition at birth"
7F20y00,Instrumental removal products of concep delivered uterus OS,"Labour, delivery or condition at birth"
7F20z00,Instrumental removal products of concep delivered uterus NOS,"Labour, delivery or condition at birth"
7F21.00,Manual removal retained products conception delivered uterus,"Labour, delivery or condition at birth"
7F21000,Manual removal of placenta from delivered uterus,"Labour, delivery or condition at birth"
7F21y00,Manual removal products of conception delivered uterus OS,"Labour, delivery or condition at birth"
7F21z00,Manual removal products of conception delivered uterus NOS,"Labour, delivery or condition at birth"
7F22.00,Other operations on delivered uterus,"Labour, delivery or condition at birth"
7F22000,Repositioning of inverted delivered uterus,"Labour, delivery or condition at birth"
7F22100,Expression of placenta,"Labour, delivery or condition at birth"
7F22111,Brandt-Andrews expression of placenta,"Labour, delivery or condition at birth"
7F22200,Instrumental exploration of delivered uterus NEC,"Labour, delivery or condition at birth"
7F22300,Manual exploration of delivered uterus NEC,"Labour, delivery or condition at birth"
7F22500,Normal delivery of placenta,"Labour, delivery or condition at birth"
7F22700,Pack to control postnatal vaginal bleeding,"Labour, delivery or condition at birth"
7F22711,Pack to control postnatal vaginal bleeding,"Labour, delivery or condition at birth"
7F22712,Pack to control postnatal haemorrhage,"Labour, delivery or condition at birth"
7F22z00,Other operation on delivered uterus NOS,"Labour, delivery or condition at birth"
7F23.00,Immediate repair of obstetric laceration,"Labour, delivery or condition at birth"
7F23.11,Immediate repair of obstetric tear,"Labour, delivery or condition at birth"
7F23.12,Immediate suture of obstetric laceration,"Labour, delivery or condition at birth"
7F23000,Immed repair obstetric laceration of uterus or cervix uteri,"Labour, delivery or condition at birth"
7F23100,Immed repair obstetric laceration perineum & anal sphincter,"Labour, delivery or condition at birth"
7F23200,Immed repair obstetric laceration vagina and floor of pelvis,"Labour, delivery or condition at birth"
7F23300,Immediate repair of minor obstetric laceration,"Labour, delivery or condition at birth"
7F23400,Repair of episiotomy,"Labour, delivery or condition at birth"
7F23500,Repair of ruptured uterus,"Labour, delivery or condition at birth"
7F23y00,Other specified immediate repair of obstetric laceration,"Labour, delivery or condition at birth"
7F23z00,Immediate repair of obstetric laceration NOS,"Labour, delivery or condition at birth"
7F24000,Secondary repair of obstetric laceration,"Labour, delivery or condition at birth"
7F24200,Repositioning of umbilical cord,"Labour, delivery or condition at birth"
7F25.13,Monitoring during labour,"Labour, delivery or condition at birth"
7F25100,Fetal heart monitoring in labour,"Labour, delivery or condition at birth"
7L13000,Neonatal exchange blood transfusion,"Labour, delivery or condition at birth"
7L16000,Intravenous induction of labour,"Labour, delivery or condition at birth"
7M33100,Epidural anaesthetic using lumbar approach,"Labour, delivery or condition at birth"
7M35000,Gas and air analgesia in labour,"Labour, delivery or condition at birth"
7M35011,Entonox analgesia in labour,"Labour, delivery or condition at birth"
7N61111,[SO]Delivered uterus,"Labour, delivery or condition at birth"
8HE7.00,Discharged from hospital within 6 hours of delivery,"Labour, delivery or condition at birth"
8M5..00,Patient requested epidural,"Labour, delivery or condition at birth"
L030000,Delivery of viable fetus in abdominal pregnancy,"Labour, delivery or condition at birth"
L100100,Threatened abortion - delivered,"Labour, delivery or condition at birth"
L110100,Placenta praevia without haemorrhage - delivered,"Labour, delivery or condition at birth"
L111100,Placenta praevia with haemorrhage - delivered,"Labour, delivery or condition at birth"
L112100,Placental abruption - delivered,"Labour, delivery or condition at birth"
L114100,Antepartum haemorrhage with trauma - delivered,"Labour, delivery or condition at birth"
L115100,Antepartum haemorrhage with uterine leiomyoma - delivered,"Labour, delivery or condition at birth"
L11y100,Other antepartum haemorrhage - delivered,"Labour, delivery or condition at birth"
L11z100,Antepartum haemorrhage NOS - delivered,"Labour, delivery or condition at birth"
L120100,Benign essential hypertension in preg/childb/puerp - deliv,"Labour, delivery or condition at birth"
L120200,Benign ess hypert in preg/childb/puerp - deliv with p/n comp,"Labour, delivery or condition at birth"
L120400,Benign essential hypertension in preg/childb/puerp +p/n comp,"Labour, delivery or condition at birth"
L121100,Renal hypertension in pregnancy/childbirth/puerp - delivered,"Labour, delivery or condition at birth"
L122100,Other pre-existing hypertension in preg/childb/puerp - deliv,"Labour, delivery or condition at birth"
L123100,Transient hypertension of pregnancy - delivered,"Labour, delivery or condition at birth"
L123200,Transient hypertension of pregnancy - deliv with p/n comp,"Labour, delivery or condition at birth"
L123400,Transient hypertension of pregnancy + postnatal complication,"Labour, delivery or condition at birth"
L124100,Mild or unspecified pre-eclampsia - delivered,"Labour, delivery or condition at birth"
L124200,Mild or unspecified pre-eclampsia - delivered with p/n comp,"Labour, delivery or condition at birth"
L124400,Mild or unspecified pre-eclampsia with p/n complication,"Labour, delivery or condition at birth"
L125100,Severe pre-eclampsia - delivered,"Labour, delivery or condition at birth"
L125200,Severe pre-eclampsia - delivered with postnatal complication,"Labour, delivery or condition at birth"
L125400,Severe pre-eclampsia with postnatal complication,"Labour, delivery or condition at birth"
L126100,Eclampsia - delivered,"Labour, delivery or condition at birth"
L126200,Eclampsia - delivered with postnatal complication,"Labour, delivery or condition at birth"
L126400,Eclampsia with postnatal complication,"Labour, delivery or condition at birth"
L126600,Eclampsia in labour,"Labour, delivery or condition at birth"
L127100,Pre-eclampsia or eclampsia with hypertension - delivered,"Labour, delivery or condition at birth"
L127200,Pre-eclampsia or eclampsia with hypertension - del+p/n comp,"Labour, delivery or condition at birth"
L12z100,Unspecified hypertension in preg/childb/puerp - delivered,"Labour, delivery or condition at birth"
L12z200,Unspecified hypertension in preg/childb/puerp -del +p/n comp,"Labour, delivery or condition at birth"
L130100,Mild hyperemesis-delivered,"Labour, delivery or condition at birth"
L132100,Late pregnancy vomiting - delivered,"Labour, delivery or condition at birth"
L13z100,Unspecified pregnancy vomiting - delivered,"Labour, delivery or condition at birth"
L14..11,Premature labour,"Labour, delivery or condition at birth"
L142.00,Early onset of delivery,"Labour, delivery or condition at birth"
L142.11,Premature delivery,"Labour, delivery or condition at birth"
L142000,Early onset of delivery unspecified,"Labour, delivery or condition at birth"
L142100,Early onset of delivery - delivered,"Labour, delivery or condition at birth"
L142z00,Early onset of delivery NOS,"Labour, delivery or condition at birth"
L150100,Post-term pregnancy - delivered,"Labour, delivery or condition at birth"
L162100,Unspecified renal disease in pregnancy - delivered,"Labour, delivery or condition at birth"
L165200,Asymptomatic bacteriuria in pregnancy - del with p/n comp,"Labour, delivery or condition at birth"
L166100,Genitourinary tract infection in pregnancy - delivered,"Labour, delivery or condition at birth"
L166600,Urinary tract infection following delivery,"Labour, delivery or condition at birth"
L167100,Liver disorder in pregnancy - delivered,"Labour, delivery or condition at birth"
L168100,Fatigue during pregnancy - delivered,"Labour, delivery or condition at birth"
L169200,Herpes gestationis - delivered with postnatal complication,"Labour, delivery or condition at birth"
L16A100,Glycosuria during pregnancy - delivered,"Labour, delivery or condition at birth"
L16y100,Other pregnancy complication - delivered,"Labour, delivery or condition at birth"
L16y200,Other pregnancy complication - delivered with postnatal comp,"Labour, delivery or condition at birth"
L170100,Maternal syphilis during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L175100,Maternal rubella during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L17y200,Other mat.infect/parasit dis in puerperium - baby delivered,"Labour, delivery or condition at birth"
L180100,Diabetes mellitus during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L180400,Diabetes mellitus in pueperium - baby previously delivered,"Labour, delivery or condition at birth"
L182100,Anaemia during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L182200,Anaemia in the puerperium - baby delivered,"Labour, delivery or condition at birth"
L182400,Anaemia in the puerperium - baby previously delivered,"Labour, delivery or condition at birth"
L183100,Drug dependence during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L185100,Congenital cardiovasc dis in pregnancy - baby delivered,"Labour, delivery or condition at birth"
L185400,Congenital cardiovasc dis in puerp - baby previously deliv,"Labour, delivery or condition at birth"
L188100,Abnormal GTT during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L18z100,Medical condition NOS during pregnancy - baby delivered,"Labour, delivery or condition at birth"
L20..00,Normal delivery in a completely normal case,"Labour, delivery or condition at birth"
L20..11,Spontaneous vaginal delivery,"Labour, delivery or condition at birth"
L200.00,Normal delivery but ante- or post- natal conditions present,"Labour, delivery or condition at birth"
L20z.00,Normal delivery in completely normal case NOS,"Labour, delivery or condition at birth"
L210100,Twin pregnancy - delivered,"Labour, delivery or condition at birth"
L211100,Triplet pregnancy - delivered,"Labour, delivery or condition at birth"
L213.00,Multiple delivery,"Labour, delivery or condition at birth"
L213000,"Multiple delivery, all spontaneous","Labour, delivery or condition at birth"
